CC5_15_FOR,Y15-64,NR,F,EE	68 	56 	35 	30 	: 
CC5_15_FOR,Y15-64,NR,F,EL	125340 	139688 	151915 	: 	: 
CC5_15_FOR,Y15-64,NR,F,ES	4130 	3752 	3466 	3318 	: 
CC5_15_FOR,Y15-64,NR,F,FI	1677 	1615 	1538 	1463 	: 
CC5_15_FOR,Y15-64,NR,F,FR	100996 	94646 	97858 	: 	: 
CC5_15_FOR,Y15-64,NR,F,HR	3242 	3069 	2842 	: 	: 
CC5_15_FOR,Y15-64,NR,F,HU	1272 	1314 	1329 	1488 	: 
CC5_15_FOR,Y15-64,NR,F,IE	814 	318 	305 	: 	: 
CC5_15_FOR,Y15-64,NR,F,IS	62 	46 	54 	56 	: 
CC5_15_FOR,Y15-64,NR,F,IT	199366 	207189 	215354 	217496 	: 
CC5_15_FOR,Y15-64,NR,F,LI	418 	431 	431 	449 	: 
CC5_15_FOR,Y15-64,NR,F,LT	8 	2 	5 	13 	: 
CC5_15_FOR,Y15-64,NR,F,LU	2982 	2584 	2594 	: 	: 
CC5_15_FOR,Y15-64,NR,F,LV	9 	7 	9 	8 	: 
CC5_15_FOR,Y15-64,NR,F,MT	1106 	799 	399 	199 	: 
CC5_15_FOR,Y15-64,NR,F,NL	30989 	31110 	31866 	32788 	: 
CC5_15_FOR,Y15-64,NR,F,NO	3522 	3167 	2891 	2699 	: 
CC5_15_FOR,Y15-64,NR,F,PL	1030 	395 ep	350 p	: 	: 
CC5_15_FOR,Y15-64,NR,F,PT	471 	415 	422 	322 	: 
CC5_15_FOR,Y15-64,NR,F,RO	2079 	2025 	1950 	1824 	: 
CC5_15_FOR,Y15-64,NR,F,SE	8071 	7777 	7634 	7388 	: 
CC5_15_FOR,Y15-64,NR,F,SI	6531 	6183 	5948 	5713 	: 
CC5_15_FOR,Y15-64,NR,F,SK	343 	328 	296 	286 	: 
CC5_15_FOR,Y15-64,NR,F,UK	24067 	24794 	24937 	22426 	: 
CC5_15_FOR,Y15-64,NR,M,AT	100838 	100103 	99295 	98747 	: 
CC5_15_FOR,Y15-64,NR,M,BE	21277 	21261 	21408 	21334 	: 
CC5_15_FOR,Y15-64,NR,M,BG	7779 	7153 	6844 	6445 	: 
CC5_15_FOR,Y15-64,NR,M,CH	79790 	81067 	84488 	89788 	: 
CC5_15_FOR,Y15-64,NR,M,CY	227 	267 	228 	: 	: 
CC5_15_FOR,Y15-64,NR,M,CZ	4784 	4173 	3975 	3832 	: 
CC5_15_FOR,Y15-64,NR,M,DE	661823 	682741 	666853 	: 	: 
CC5_15_FOR,Y15-64,NR,M,DK	13934 	14027 	13627 	13244 	: 
CC5_15_FOR,Y15-64,NR,M,EE	278 	237 	190 	134 	: 
CC5_15_FOR,Y15-64,NR,M,EL	121358 	136765 	151659 	: 	: 
CC5_15_FOR,Y15-64,NR,M,ES	4891 	4537 	4220 	4168 	: 
CC5_15_FOR,Y15-64,NR,M,FI	3389 	3314 	3241 	3177 	: 
CC5_15_FOR,Y15-64,NR,M,FR	110339 	101326 	105775 	: 	: 
CC5_15_FOR,Y15-64,NR,M,HR	2252 	1948 	1763 	: 	: 
CC5_15_FOR,Y15-64,NR,M,HU	3177 	2991 	2818 	3047 	: 
CC5_15_FOR,Y15-64,NR,M,IE	1235 	451 	480 	: 	: 
CC5_15_FOR,Y15-64,NR,M,IS	87 	72 	60 	64 	: 
CC5_15_FOR,Y15-64,NR,M,IT	213739 	226068 	239042 	244063 	: 
CC5_15_FOR,Y15-64,NR,M,LI	397 	415 	420 	429 	: 
CC5_15_FOR,Y15-64,NR,M,LT	20 	2 	25 	31 	: 
CC5_15_FOR,Y15-64,NR,M,LU	3133 	2688 	2697 	: 	: 
CC5_15_FOR,Y15-64,NR,M,LV	81 	72 	69 	74 	: 
CC5_15_FOR,Y15-64,NR,M,MT	1433 	1122 	595 	269 	: 
CC5_15_FOR,Y15-64,NR,M,NL	32955 	33064 	33651 	34318 	: 
CC5_15_FOR,Y15-64,NR,M,NO	3836 	3468 	3297 	3119 	: 
CC5_15_FOR,Y15-64,NR,M,PL	3136 	1924 ep	1711 p	: 	: 
CC5_15_FOR,Y15-64,NR,M,PT	428 	380 	411 	300 	: 
CC5_15_FOR,Y15-64,NR,M,RO	7862 	8004 	7869 	7671 	: 
CC5_15_FOR,Y15-64,NR,M,SE	10871 	10767 	10942 	10876 	: 
CC5_15_FOR,Y15-64,NR,M,SI	12185 	11571 	11532 	11713 	: 
CC5_15_FOR,Y15-64,NR,M,SK	983 	924 	867 	809 	: 
CC5_15_FOR,Y15-64,NR,M,UK	32436 	37566 	30263 	20391 	: 
CC5_15_FOR,Y15-64,NR,T,AT	196234 	194327 	192301 	190608 	: 
CC5_15_FOR,Y15-64,NR,T,BE	40378 	40217 	40393 	40207 	: 
CC5_15_FOR,Y15-64,NR,T,BG	11571 	10279 	9526 	8706 	: 
CC5_15_FOR,Y15-64,NR,T,CH	155635 	157394 	163079 	172336 	: 
CC5_15_FOR,Y15-64,NR,T,CY	360 	474 	397 	: 	: 
CC5_15_FOR,Y15-64,NR,T,CZ	6725 	5763 	5532 	5329 	: 
CC5_15_FOR,Y15-64,NR,T,DE	1309541 	1351297 	1329794 	: 	: 
CC5_15_FOR,Y15-64,NR,T,DK	27072 	27399 	26779 	26148 	: 
CC5_15_FOR,Y15-64,NR,T,EE	346 	293 	225 	164 	: 
CC5_15_FOR,Y15-64,NR,T,EL	246698 	276453 	303574 	: 	: 
CC5_15_FOR,Y15-64,NR,T,ES	9021 	8289 	7686 	7486 	: 
CC5_15_FOR,Y15-64,NR,T,FI	5066 	4929 	4779 	4640 	: 
CC5_15_FOR,Y15-64,NR,T,FR	211335 	195972 	203633 	: 	: 
CC5_15_FOR,Y15-64,NR,T,HR	5494 	5017 	4605 	: 	: 
CC5_15_FOR,Y15-64,NR,T,HU	4449 	4305 	4147 	4535 	: 
CC5_15_FOR,Y15-64,NR,T,IE	2049 	769 	785 	: 	: 
CC5_15_FOR,Y15-64,NR,T,IS	149 	118 	114 	120 	: 
CC5_15_FOR,Y15-64,NR,T,IT	413105 	433257 	454396 	461559 	: 
CC5_15_FOR,Y15-64,NR,T,LI	815 	846 	851 	878 	: 
CC5_15_FOR,Y15-64,NR,T,LT	28 	4 	30 	44 	: 
CC5_15_FOR,Y15-64,NR,T,LU	6115 	5272 	5291 	: 	: 
CC5_15_FOR,Y15-64,NR,T,LV	90 	79 	78 	82 	: 
CC5_15_FOR,Y15-64,NR,T,MT	2539 	1921 	994 	468 	: 
CC5_15_FOR,Y15-64,NR,T,NL	63944 	64174 	65517 	67106 	: 
CC5_15_FOR,Y15-64,NR,T,NO	7358 	6635 	6188 	5818 	: 
CC5_15_FOR,Y15-64,NR,T,PL	4166 	2319 ep	2061 p	: 	: 
CC5_15_FOR,Y15-64,NR,T,PT	899 	795 	833 	622 	: 
CC5_15_FOR,Y15-64,NR,T,RO	9941 	10029 	9819 	9495 	: 
CC5_15_FOR,Y15-64,NR,T,SE	18942 	18544 	18576 	18264 	: 
CC5_15_FOR,Y15-64,NR,T,SI	18716 	17754 	17480 	17426 	: 
CC5_15_FOR,Y15-64,NR,T,SK	1326 	1252 	1163 	1095 	: 
CC5_15_FOR,Y15-64,NR,T,UK	56503 	62360 	55200 	42817 	: 
CC5_15_FOR,Y20-24,NR,F,AT	9945 	9814 	9789 	9907 	: 
CC5_15_FOR,Y20-24,NR,F,BE	1937 	2049 	2208 	2300 	: 
CC5_15_FOR,Y20-24,NR,F,BG	351 	460 	596 	707 	: 
CC5_15_FOR,Y20-24,NR,F,CH	6527 	6975 	7490 	8227 	: 
CC5_15_FOR,Y20-24,NR,F,CY	37 	38 	39 	: 	: 
CC5_15_FOR,Y20-24,NR,F,CZ	291 	165 	205 	246 	: 
CC5_15_FOR,Y20-24,NR,F,DE	64479 	66399 	63750 b	: 	: 
CC5_15_FOR,Y20-24,NR,F,DK	1334 	1427 	1408 	1365 	: 
CC5_15_FOR,Y20-24,NR,F,EE	16 	18 	11 b	10 	: 
CC5_15_FOR,Y20-24,NR,F,EL	7781 	11476 	13967 	: 	: 
CC5_15_FOR,Y20-24,NR,F,ES	521 	487 	461 	460 	: 
CC5_15_FOR,Y20-24,NR,F,FI	180 	180 	174 	168 	: 
CC5_15_FOR,Y20-24,NR,F,FR	7353 p	7531 p	7444 p	: 	: 
CC5_15_FOR,Y20-24,NR,F,HR	201 	186 	200 	: 	: 
CC5_15_FOR,Y20-24,NR,F,HU	269 	293 	292 	348 	: 
CC5_15_FOR,Y20-24,NR,F,IE	82 	32 	38 	: 	: 
CC5_15_FOR,Y20-24,NR,F,IS	6 	5 	2 	1 	: 
CC5_15_FOR,Y20-24,NR,F,IT	23011 e	25373 	27802 	29337 	: 
CC5_15_FOR,Y20-24,NR,F,LI	36 	33 	33 	35 	: 
CC5_15_FOR,Y20-24,NR,F,LT	3 	0 	0 	2 	: 
CC5_15_FOR,Y20-24,NR,F,LU	188 b	151 	152 	: 	: 
CC5_15_FOR,Y20-24,NR,F,LV	1 	0 	2 	2 	: 
CC5_15_FOR,Y20-24,NR,F,MT	149 	108 	66 	33 	: 
CC5_15_FOR,Y20-24,NR,F,NL	2353 	2361 	2442 	2478 	: 
CC5_15_FOR,Y20-24,NR,F,NO	276 	285 	283 	292 	: 
CC5_15_FOR,Y20-24,NR,F,PL	280 ep	140 ep	131 p	: 	: 
CC5_15_FOR,Y20-24,NR,F,PT	179 	182 	188 	124 	: 
CC5_15_FOR,Y20-24,NR,F,RO	548 	511 	523 	: 	: 
CC5_15_FOR,Y20-24,NR,F,SE	1160 	1191 	1215 	: 	: 
CC5_15_FOR,Y20-24,NR,F,SI	706 	668 	680 	638 	: 
CC5_15_FOR,Y20-24,NR,F,SK	28 	29 	27 	27 	: 
CC5_15_FOR,Y20-24,NR,F,UK	1845 	1846 	3637 	298 	: 
CC5_15_FOR,Y20-24,NR,M,AT	9536 	9640 	9625 	9629 	: 
CC5_15_FOR,Y20-24,NR,M,BE	1677 	1691 	1768 	1805 	: 
CC5_15_FOR,Y20-24,NR,M,BG	596 	904 	1417 	1894 	: 
CC5_15_FOR,Y20-24,NR,M,CH	6712 	7122 	7843 	8654 	: 
CC5_15_FOR,Y20-24,NR,M,CY	30 	16 	16 	: 	: 
CC5_15_FOR,Y20-24,NR,M,CZ	457 	250 	287 	358 	: 
CC5_15_FOR,Y20-24,NR,M,DE	65971 	69513 	64858 b	: 	: 
CC5_15_FOR,Y20-24,NR,M,DK	1522 	1589 	1539 	1497 	: 
CC5_15_FOR,Y20-24,NR,M,EE	43 	38 	41 b	20 	: 
CC5_15_FOR,Y20-24,NR,M,EL	5617 	9059 	11783 	: 	: 
CC5_15_FOR,Y20-24,NR,M,ES	443 	424 	407 	400 	: 
CC5_15_FOR,Y20-24,NR,M,FI	228 	239 	241 	258 	: 
CC5_15_FOR,Y20-24,NR,M,FR	7306 p	7216 p	6913 p	: 	: 
CC5_15_FOR,Y20-24,NR,M,HR	138 	125 	101 	: 	: 
CC5_15_FOR,Y20-24,NR,M,HU	516 	534 	529 	543 	: 
CC5_15_FOR,Y20-24,NR,M,IE	83 	37 	38 	: 	: 
CC5_15_FOR,Y20-24,NR,M,IS	15 	10 	6 	3 	: 
CC5_15_FOR,Y20-24,NR,M,IT	21287 e	23346 	25640 	27524 	: 
CC5_15_FOR,Y20-24,NR,M,LI	33 	36 	36 	34 	: 
CC5_15_FOR,Y20-24,NR,M,LT	3 	0 	0 	0 	: 
CC5_15_FOR,Y20-24,NR,M,LU	177 b	136 	136 	: 	: 
CC5_15_FOR,Y20-24,NR,M,LV	6 	3 	4 	9 	: 
CC5_15_FOR,Y20-24,NR,M,MT	220 	162 	97 	47 	: 
CC5_15_FOR,Y20-24,NR,M,NL	2435 	2425 	2544 	2593 	: 
CC5_15_FOR,Y20-24,NR,M,NO	185 	166 	154 	163 	: 
CC5_15_FOR,Y20-24,NR,M,PL	380 ep	262 ep	253 p	: 	: 
CC5_15_FOR,Y20-24,NR,M,PT	159 	126 	165 	87 	: 
CC5_15_FOR,Y20-24,NR,M,RO	684 	698 	720 	: 	: 
CC5_15_FOR,Y20-24,NR,M,SE	1222 	1251 	1298 	: 	: 
CC5_15_FOR,Y20-24,NR,M,SI	707 	672 	691 	710 	: 
CC5_15_FOR,Y20-24,NR,M,SK	41 	47 	48 	40 	: 
CC5_15_FOR,Y20-24,NR,M,UK	3444 	1571 	1963 	789 	: 
CC5_15_FOR,Y20-24,NR,T,AT	19481 	19454 	19414 	19536 	: 
CC5_15_FOR,Y20-24,NR,T,BE	3614 	3740 	3976 	4105 	: 
CC5_15_FOR,Y20-24,NR,T,BG	947 	1364 	2013 	2601 	: 
CC5_15_FOR,Y20-24,NR,T,CH	13239 	14097 	15333 	16881 	: 
CC5_15_FOR,Y20-24,NR,T,CY	67 	54 	55 	: 	: 
CC5_15_FOR,Y20-24,NR,T,CZ	748 	415 	492 	604 	: 
CC5_15_FOR,Y20-24,NR,T,DE	130450 	135912 	128608 b	: 	: 
CC5_15_FOR,Y20-24,NR,T,DK	2856 	3016 	2947 	2862 	: 
CC5_15_FOR,Y20-24,NR,T,EE	59 	56 	52 b	30 	: 
CC5_15_FOR,Y20-24,NR,T,EL	13398 	20535 	25750 	: 	: 
CC5_15_FOR,Y20-24,NR,T,ES	964 	911 	868 	860 	: 
CC5_15_FOR,Y20-24,NR,T,FI	408 	419 	415 	426 	: 
CC5_15_FOR,Y20-24,NR,T,FR	14659 p	14747 p	14357 p	: 	: 
CC5_15_FOR,Y20-24,NR,T,HR	339 	311 	301 	: 	: 
CC5_15_FOR,Y20-24,NR,T,HU	785 	827 	821 	891 	: 
CC5_15_FOR,Y20-24,NR,T,IE	165 	69 	76 	: 	: 
CC5_15_FOR,Y20-24,NR,T,IS	21 	15 	8 	4 	: 
CC5_15_FOR,Y20-24,NR,T,IT	44298 e	48719 	53442 	56861 	: 
CC5_15_FOR,Y20-24,NR,T,LI	69 	69 	69 	69 	: 
CC5_15_FOR,Y20-24,NR,T,LT	6 	0 	0 	2 	: 
CC5_15_FOR,Y20-24,NR,T,LU	365 b	287 	288 	: 	: 
CC5_15_FOR,Y20-24,NR,T,LV	7 	3 	6 	11 	: 
CC5_15_FOR,Y20-24,NR,T,MT	369 	270 	163 	80 	: 
CC5_15_FOR,Y20-24,NR,T,NL	4788 	4786 	4986 	5071 	: 
CC5_15_FOR,Y20-24,NR,T,NO	461 	451 	437 	455 	: 
CC5_15_FOR,Y20-24,NR,T,PL	660 ep	402 ep	384 p	: 	: 
CC5_15_FOR,Y20-24,NR,T,PT	338 	308 	353 	211 	: 
CC5_15_FOR,Y20-24,NR,T,RO	1232 	1209 	1243 	: 	: 
CC5_15_FOR,Y20-24,NR,T,SE	2382 	2442 	2513 	: 	: 
CC5_15_FOR,Y20-24,NR,T,SI	1413 	1340 	1371 	1348 	: 
CC5_15_FOR,Y20-24,NR,T,SK	69 	76 	75 	67 	: 
CC5_15_FOR,Y20-24,NR,T,UK	5289 	3417 	5600 	1087 	: 
CC5_15_FOR,Y25-29,NR,F,AT	11918 	12174 	12169 	12149 	: 
CC5_15_FOR,Y25-29,NR,F,BE	3261 	3325 	3373 	3412 	: 
CC5_15_FOR,Y25-29,NR,F,BG	665 	592 	516 	446 	: 
CC5_15_FOR,Y25-29,NR,F,CH	9158 	9469 	10011 	10797 	: 
CC5_15_FOR,Y25-29,NR,F,CY	31 	32 	32 	: 	: 
CC5_15_FOR,Y25-29,NR,F,CZ	367 	266 	253 	232 	: 
CC5_15_FOR,Y25-29,NR,F,DE	64572 	67248 	63859 b	: 	: 
CC5_15_FOR,Y25-29,NR,F,DK	1292 	1299 	1217 	1154 	: 
CC5_15_FOR,Y25-29,NR,F,EE	33 	24 	14 b	10 	: 
CC5_15_FOR,Y25-29,NR,F,EL	12036 	16098 	19262 	: 	: 
CC5_15_FOR,Y25-29,NR,F,ES	802 	694 	617 	626 	: 
CC5_15_FOR,Y25-29,NR,F,FI	324 	314 	302 	300 	: 
CC5_15_FOR,Y25-29,NR,F,FR	11272 p	10819 p	11378 p	: 	: 
CC5_15_FOR,Y25-29,NR,F,HR	456 	482 	482 	: 	: 
CC5_15_FOR,Y25-29,NR,F,HU	214 	190 	200 	224 	: 
CC5_15_FOR,Y25-29,NR,F,IE	168 	58 	57 	: 	: 
CC5_15_FOR,Y25-29,NR,F,IS	12 	12 	15 	17 	: 
CC5_15_FOR,Y25-29,NR,F,IT	33036 e	34246 	35722 	36105 	: 
CC5_15_FOR,Y25-29,NR,F,LI	41 	43 	44 	47 	: 
CC5_15_FOR,Y25-29,NR,F,LT	0 	0 	2 	7 	: 
CC5_15_FOR,Y25-29,NR,F,LU	306 b	315 	316 	: 	: 
CC5_15_FOR,Y25-29,NR,F,LV	2 	1 	2 	3 	: 
CC5_15_FOR,Y25-29,NR,F,MT	327 	248 	111 	54 	: 
CC5_15_FOR,Y25-29,NR,F,NL	3142 	3232 	3411 	3878 	: 
CC5_15_FOR,Y25-29,NR,F,NO	646 	594 	623 	614 	: 
CC5_15_FOR,Y25-29,NR,F,PL	183 ep	79 ep	61 p	: 	: 
CC5_15_FOR,Y25-29,NR,F,PT	102 	74 	97 	73 	: 
CC5_15_FOR,Y25-29,NR,F,RO	258 	299 	252 	: 	: 
CC5_15_FOR,Y25-29,NR,F,SE	1659 	1593 	1629 	: 	: 
CC5_15_FOR,Y25-29,NR,F,SI	868 	850 	876 	850 	: 
CC5_15_FOR,Y25-29,NR,F,SK	44 	46 	39 	50 	: 
CC5_15_FOR,Y25-29,NR,F,UK	2944 	5997 	3107 	5226 	: 
CC5_15_FOR,Y25-29,NR,M,AT	11968 	12060 	12175 	12373 	: 
CC5_15_FOR,Y25-29,NR,M,BE	2745 	2954 	3169 	3388 	: 
CC5_15_FOR,Y25-29,NR,M,BG	1625 	1712 	1672 	1462 	: 
CC5_15_FOR,Y25-29,NR,M,CH	9912 	10302 	10977 	12006 	: 
CC5_15_FOR,Y25-29,NR,M,CY	64 	64 	27 	: 	: 
CC5_15_FOR,Y25-29,NR,M,CZ	635 	553 	498 	448 	: 
CC5_15_FOR,Y25-29,NR,M,DE	70314 	71812 	66260 b	: 	: 
CC5_15_FOR,Y25-29,NR,M,DK	1592 	1556 	1463 	1355 	: 
CC5_15_FOR,Y25-29,NR,M,EE	103 	87 	63 b	46 	: 
CC5_15_FOR,Y25-29,NR,M,EL	8223 	11788 	15041 	: 	: 
CC5_15_FOR,Y25-29,NR,M,ES	803 	673 	609 	619 	: 
CC5_15_FOR,Y25-29,NR,M,FI	619 	636 	657 	640 	: 
CC5_15_FOR,Y25-29,NR,M,FR	9719 p	10100 p	10577 p	: 	: 
CC5_15_FOR,Y25-29,NR,M,HR	229 	193 	194 	: 	: 
CC5_15_FOR,Y25-29,NR,M,HU	534 	443 	435 	429 	: 
CC5_15_FOR,Y25-29,NR,M,IE	200 	58 	51 	: 	: 
CC5_15_FOR,Y25-29,NR,M,IS	15 	14 	14 	19 	: 
CC5_15_FOR,Y25-29,NR,M,IT	28050 e	30390 	33130 	36113 	: 
CC5_15_FOR,Y25-29,NR,M,LI	37 	38 	38 	40 	: 
CC5_15_FOR,Y25-29,NR,M,LT	4 	0 	0 	0 	: 
CC5_15_FOR,Y25-29,NR,M,LU	269 b	202 	203 	: 	: 
CC5_15_FOR,Y25-29,NR,M,LV	7 	11 	11 	11 	: 
CC5_15_FOR,Y25-29,NR,M,MT	424 	338 	148 	63 	: 
CC5_15_FOR,Y25-29,NR,M,NL	3499 	3679 	3844 	4043 	: 
CC5_15_FOR,Y25-29,NR,M,NO	572 	555 	584 	608 	: 
CC5_15_FOR,Y25-29,NR,M,PL	739 ep	446 ep	354 p	: 	: 
CC5_15_FOR,Y25-29,NR,M,PT	76 	84 	87 	67 	: 
CC5_15_FOR,Y25-29,NR,M,RO	745 	811 	812 	: 	: 
CC5_15_FOR,Y25-29,NR,M,SE	2096 	2185 	2454 	: 	: 
CC5_15_FOR,Y25-29,NR,M,SI	1097 	1119 	1218 	1376 	: 
CC5_15_FOR,Y25-29,NR,M,SK	88 	79 	80 	78 	: 
CC5_15_FOR,Y25-29,NR,M,UK	2183 	5124 	4800 	2649 	: 
CC5_15_FOR,Y25-29,NR,T,AT	23886 	24234 	24344 	24522 	: 
CC5_15_FOR,Y25-29,NR,T,BE	6006 	6279 	6542 	6800 	: 
CC5_15_FOR,Y25-29,NR,T,BG	2290 	2304 	2188 	1908 	: 
CC5_15_FOR,Y25-29,NR,T,CH	19070 	19771 	20988 	22803 	: 
CC5_15_FOR,Y25-29,NR,T,CY	95 	96 	59 	: 	: 
CC5_15_FOR,Y25-29,NR,T,CZ	1002 	819 	751 	680 	: 
CC5_15_FOR,Y25-29,NR,T,DE	134886 	139060 	130119 b	: 	: 
CC5_15_FOR,Y25-29,NR,T,DK	2884 	2855 	2680 	2509 	: 
CC5_15_FOR,Y25-29,NR,T,EE	136 	111 	77 b	56 	: 
CC5_15_FOR,Y25-29,NR,T,EL	20259 	27886 	34303 	: 	: 
CC5_15_FOR,Y25-29,NR,T,ES	1605 	1367 	1226 	1245 	: 
CC5_15_FOR,Y25-29,NR,T,FI	943 	950 	959 	940 	: 
CC5_15_FOR,Y25-29,NR,T,FR	20991 p	20919 p	21955 p	: 	: 
CC5_15_FOR,Y25-29,NR,T,HR	685 	675 	676 	: 	: 
CC5_15_FOR,Y25-29,NR,T,HU	748 	633 	635 	653 	: 
CC5_15_FOR,Y25-29,NR,T,IE	368 	116 	108 	: 	: 
CC5_15_FOR,Y25-29,NR,T,IS	27 	26 	29 	36 	: 
CC5_15_FOR,Y25-29,NR,T,IT	61086 e	64636 	68852 	72218 	: 
CC5_15_FOR,Y25-29,NR,T,LI	78 	81 	82 	87 	: 
CC5_15_FOR,Y25-29,NR,T,LT	4 	0 	2 	7 	: 
CC5_15_FOR,Y25-29,NR,T,LU	575 b	517 	519 	: 	: 
CC5_15_FOR,Y25-29,NR,T,LV	9 	12 	13 	14 	: 
CC5_15_FOR,Y25-29,NR,T,MT	751 	586 	259 	117 	: 
CC5_15_FOR,Y25-29,NR,T,NL	6641 	6911 	7255 	7921 	: 
CC5_15_FOR,Y25-29,NR,T,NO	1218 	1149 	1207 	1222 	: 
CC5_15_FOR,Y25-29,NR,T,PL	922 ep	525 ep	415 p	: 	: 
CC5_15_FOR,Y25-29,NR,T,PT	178 	158 	184 	140 	: 
CC5_15_FOR,Y25-29,NR,T,RO	1003 	1110 	1064 	: 	: 
CC5_15_FOR,Y25-29,NR,T,SE	3755 	3778 	4083 	: 	: 
CC5_15_FOR,Y25-29,NR,T,SI	1965 	1969 	2094 	2226 	: 
CC5_15_FOR,Y25-29,NR,T,SK	132 	125 	119 	128 	: 
CC5_15_FOR,Y25-29,NR,T,UK	5127 	11121 	7907 	7875 	: 
CC5_15_FOR,Y30-34,NR,F,AT	12759 	12630 	12383 	11989 	: 
CC5_15_FOR,Y30-34,NR,F,BE	3213 	3202 	3107 	3002 	: 
CC5_15_FOR,Y30-34,NR,F,BG	364 	312 	251 	193 	: 
CC5_15_FOR,Y30-34,NR,F,CH	10514 	10582 	10753 	11096 	: 
CC5_15_FOR,Y30-34,NR,F,CY	3 	3 	3 	: 	: 
CC5_15_FOR,Y30-34,NR,F,CZ	309 	284 	270 	248 	: 
CC5_15_FOR,Y30-34,NR,F,DE	67671 	73462 	74894 b	: 	: 
CC5_15_FOR,Y30-34,NR,F,DK	1249 	1329 	1463 	1572 	: 
CC5_15_FOR,Y30-34,NR,F,EE	9 	6 	5 b	4 	: 
CC5_15_FOR,Y30-34,NR,F,EL	17059 	19580 	22269 	: 	: 
CC5_15_FOR,Y30-34,NR,F,ES	783 	721 	707 	700 	: 
CC5_15_FOR,Y30-34,NR,F,FI	318 	324 	307 	302 	: 
CC5_15_FOR,Y30-34,NR,F,FR	14407 p	13527 p	14615 p	: 	: 
CC5_15_FOR,Y30-34,NR,F,HR	657 	631 	574 	: 	: 
CC5_15_FOR,Y30-34,NR,F,HU	174 	183 	173 	192 	: 
CC5_15_FOR,Y30-34,NR,F,IE	160 	70 	64 	: 	: 
CC5_15_FOR,Y30-34,NR,F,IS	17 	15 	15 	16 	: 
CC5_15_FOR,Y30-34,NR,F,IT	32943 e	33247 	33507 	32612 	: 
CC5_15_FOR,Y30-34,NR,F,LI	46 	42 	47 	47 	: 
CC5_15_FOR,Y30-34,NR,F,LT	1 	0 	1 	2 	: 
CC5_15_FOR,Y30-34,NR,F,LU	399 b	392 	394 	: 	: 
CC5_15_FOR,Y30-34,NR,F,LV	1 	1 	2 	0 	: 
CC5_15_FOR,Y30-34,NR,F,MT	234 	163 	76 	37 	: 
CC5_15_FOR,Y30-34,NR,F,NL	4655 	4956 	5326 	5498 	: 
CC5_15_FOR,Y30-34,NR,F,NO	883 	822 	695 	656 	: 
CC5_15_FOR,Y30-34,NR,F,PL	138 ep	51 ep	46 p	: 	: 
CC5_15_FOR,Y30-34,NR,F,PT	65 	67 	59 	61 	: 
CC5_15_FOR,Y30-34,NR,F,RO	269 	276 	269 	: 	: 
CC5_15_FOR,Y30-34,NR,F,SE	1502 	1428 	1398 	: 	: 
CC5_15_FOR,Y30-34,NR,F,SI	1037 	1031 	928 	922 	: 
CC5_15_FOR,Y30-34,NR,F,SK	78 	75 	67 	62 	: 
CC5_15_FOR,Y30-34,NR,F,UK	4746 	5446 	5038 	5094 	: 
CC5_15_FOR,Y30-34,NR,M,AT	13967 	14159 	14162 	14157 	: 
CC5_15_FOR,Y30-34,NR,M,BE	3751 	3784 	3918 	3914 	: 
CC5_15_FOR,Y30-34,NR,M,BG	843 	700 	609 	571 	: 
CC5_15_FOR,Y30-34,NR,M,CH	11424 	11859 	12308 	13098 	: 
CC5_15_FOR,Y30-34,NR,M,CY	5 	42 	41 	: 	: 
CC5_15_FOR,Y30-34,NR,M,CZ	676 	589 	575 	543 	: 
CC5_15_FOR,Y30-34,NR,M,DE	67419 	72815 	74309 b	: 	: 
CC5_15_FOR,Y30-34,NR,M,DK	1502 	1549 	1586 	1690 	: 
CC5_15_FOR,Y30-34,NR,M,EE	56 	49 	37 b	26 	: 
CC5_15_FOR,Y30-34,NR,M,EL	13444 	16763 	20110 	: 	: 
CC5_15_FOR,Y30-34,NR,M,ES	754 	755 	722 	754 	: 
CC5_15_FOR,Y30-34,NR,M,FI	725 	729 	725 	700 	: 
CC5_15_FOR,Y30-34,NR,M,FR	15727 p	13550 p	15984 p	: 	: 
CC5_15_FOR,Y30-34,NR,M,HR	400 	384 	336 	: 	: 
CC5_15_FOR,Y30-34,NR,M,HU	407 	400 	379 	442 	: 
CC5_15_FOR,Y30-34,NR,M,IE	277 	61 	73 	: 	: 
CC5_15_FOR,Y30-34,NR,M,IS	25 	20 	16 	14 	: 
CC5_15_FOR,Y30-34,NR,M,IT	33917 e	35997 	37813 	38261 	: 
CC5_15_FOR,Y30-34,NR,M,LI	42 	45 	46 	48 	: 
CC5_15_FOR,Y30-34,NR,M,LT	0 	0 	4 	0 	: 
CC5_15_FOR,Y30-34,NR,M,LU	377 b	364 	365 	: 	: 
CC5_15_FOR,Y30-34,NR,M,LV	24 	25 	21 	19 	: 
CC5_15_FOR,Y30-34,NR,M,MT	298 	255 	139 	60 	: 
CC5_15_FOR,Y30-34,NR,M,NL	4690 	4747 	4982 	5448 	: 
CC5_15_FOR,Y30-34,NR,M,NO	972 	919 	917 	900 	: 
CC5_15_FOR,Y30-34,NR,M,PL	626 ep	374 ep	358 p	: 	: 
CC5_15_FOR,Y30-34,NR,M,PT	63 	58 	55 	55 	: 
CC5_15_FOR,Y30-34,NR,M,RO	937 	1039 	1104 	: 	: 
